doi,unique_id
10.1021/acsaem.8b01365,WOS:000458706700074
10.1016/j.ijhydene.2024.04.002,WOS:001222558400001
10.1007/s12274-023-6385-4,WOS:001142002100002
10.1002/adma.202314031,WOS:001196243500001
10.1002/cssc.202300115,WOS:001048024600013
10.1016/j.ijhydene.2024.09.394,WOS:001331107400001
10.1039/d2nr07019g,WOS:000928770800001
10.1016/j.materresbull.2019.110680,WOS:000504521200029
10.1016/j.apcatb.2023.123297,WOS:001083617200001
10.1021/acsenergylett.8b00809,WOS:000439083100029
10.1002/anie.201704911,WOS:000409410700048
10.1016/j.ica.2022.121244,WOS:000984867000004
10.1039/c9dt04135d,WOS:000526659200028
10.1002/chem.201802684,WOS:000442846800005
10.1016/j.carbon.2015.03.002,WOS:000358810400007
10.1016/j.jcat.2018.10.010,WOS:000452582500015
10.1016/j.ijhydene.2024.09.119,WOS:001320155300001
10.1021/acscatal.3c03350,WOS:001089410400001
10.1016/j.ijhydene.2024.11.403,WOS:001383279900001
10.20964/2020.06.88,WOS:000551697600060
10.1039/d4ta07348g,WOS:001366434900001
10.1016/j.cej.2023.143352,WOS:001005405200001
10.1007/s10563-024-09432-3,WOS:001303219800001
10.1007/s12598-021-01733-0,WOS:000648841500003
10.1021/acsami.2c00455,WOS:000787374700025
10.1021/acssuschemeng.1c03715,WOS:000699846000005
10.1149/1945-7111/ac2ec0,WOS:000714433800001
10.1016/j.cej.2023.145170,WOS:001062454600001
10.1002/anie.202008514,WOS:000567863900001
10.1002/aenm.202001119,WOS:000531811000001
10.1088/1361-6528/aba3d9,WOS:000561524100001
10.1016/j.jcis.2024.12.045,WOS:001386428300001
10.1002/er.5423,WOS:000527006100001
10.1007/s12274-022-4293-7,WOS:000787142600006
10.1021/acscatal.6b01170,WOS:000382714000010
10.1016/j.jallcom.2019.153463,WOS:000512369200095
10.1016/j.ijhydene.2024.09.414,WOS:001330187000001
10.20964/2019.01.73,WOS:000455046500076
10.3390/nano12071205,WOS:000780562500001
10.1021/acs.jpcc.1c09962,WOS:000826303600001
10.1016/j.ijhydene.2017.04.116,WOS:000403514400007
10.1021/acssuschemeng.8b02804,WOS:000443924100136
10.1039/d1ta07142d,WOS:000739501900001
10.1021/acs.jpcc.0c11552,WOS:000635441700028
10.1021/acsnano.3c00387,WOS:000955387700001
10.1002/anie.201701984,WOS:000405308500005
10.1039/d2cy00459c,WOS:000779877100001
10.1021/acs.jpcc.5b05640,WOS:000362702100019
10.1016/j.renene.2024.122312,WOS:001407011200001
10.1002/admi.202102228,WOS:000776069800001
10.1016/j.apsusc.2023.157284,WOS:000985193900001
10.1002/ente.202401555,WOS:001448669400001
10.1016/j.spmi.2015.03.031,WOS:000357141500012
10.1039/c9ta14058a,WOS:000526936600033
10.1149/2.0561706jes,WOS:000401607500033
10.1039/d2sc06832j,WOS:000946572000001
10.1002/cssc.201500138,WOS:000355839300004
10.1088/1361-6528/abe0e5,WOS:000620951500001
10.1039/c7ta02644g,WOS:000403664800044
10.1016/j.ijhydene.2022.08.127,WOS:000884348100012
10.1016/j.ijhydene.2022.02.001,WOS:000782655600006
10.1039/c7ta10665c,WOS:000423981200036
10.1021/acs.inorgchem.0c03072,WOS:000617925100038
10.1038/s41598-023-50361-4,WOS:001139656300070
10.1039/d4nj02938k,WOS:001318740200001
10.1016/j.jallcom.2024.177241,WOS:001354389200001
10.1039/c9se00541b,WOS:000492020200028
10.1021/acssuschemeng.9b01484,WOS:000469304900070
10.1016/j.jelechem.2021.115812,WOS:000718944400002
10.1021/acs.energyfuels.1c04354,WOS:000797928000050
10.1016/j.jcis.2024.11.194,WOS:001371863700001
10.1016/j.ijhydene.2023.11.157,WOS:001137616200001
10.1016/j.electacta.2015.06.040,WOS:000359873400084
10.1039/d3qi00857f,WOS:001028734400001
10.1002/aenm.202002887,WOS:000594732500001
10.1039/d1ta03362j,WOS:000664234200001
10.1039/d0ta09348c,WOS:000616679700018
10.1021/acscatal.2c04512,WOS:000912161900001
10.1021/acs.inorgchem.3c03826,WOS:001131611800001
10.1016/j.jcis.2024.04.060,WOS:001232173400002
10.1039/d2nj04218e,WOS:000891241600001
10.1016/j.jallcom.2016.08.305,WOS:000386227900087
10.1039/d4nj00032c,WOS:001176035000001
10.1016/j.apcatb.2020.118951,WOS:000533148700057
10.1039/d4ra02063d,WOS:001217917200001
10.1016/j.xcrp.2024.102284,WOS:001361648800001
10.1016/j.apcatb.2021.120611,WOS:000696932600002
10.1016/j.jelechem.2025.118931,WOS:001396332100001
10.1039/d4nj00797b,WOS:001216310100001
10.1016/j.flatc.2024.100660,WOS:001218928300001
10.1039/d4ta03880k,WOS:001275082900001
10.1016/j.cej.2024.155159,WOS:001316529900001
10.1016/j.cej.2021.128556,WOS:000638221900001
10.1016/j.apsusc.2025.162535,WOS:001414524700001
10.1021/acsami.7b17257,WOS:000426143900026
10.1039/c6ra24186g,WOS:000391457400067
10.1039/d0na00648c,WOS:000599127600017
10.1002/cplu.202000729,WOS:000612786800021
10.1016/j.nanoen.2024.109299,WOS:001174434700001
10.1016/j.apcatb.2024.124495,WOS:001369149300001
10.1016/j.jallcom.2021.159311,WOS:000638274800063
10.1007/s11581-023-05302-6,WOS:001123659200001
10.3390/nano13131941,WOS:001028593200001
10.1016/j.matre.2024.100296,WOS:001378987700001
10.3389/fchem.2020.00733,WOS:000570611500001
10.1016/j.ijhydene.2023.10.255,WOS:001132772400001
10.1016/j.apcatb.2024.124392,WOS:001369223900001
10.1016/j.ijhydene.2022.11.002,WOS:000998113300001
10.1021/acs.jpcc.7b10833,WOS:000424316200058
10.1002/eem2.12827,WOS:001308551700001
10.1016/j.cej.2022.136432,WOS:000799993000001
10.1039/d2nr02663e,WOS:000872140200001
10.1016/j.ijhydene.2020.11.249,WOS:000614611000002
10.1039/d2ta04817e,WOS:000834903000001
10.3390/ma17010087,WOS:001141303300001
10.1039/d3qm00819c,WOS:001100648200001
10.1002/cctc.201601059,WOS:000388437100011
10.1063/5.0121887,WOS:000876565300006
10.1039/d3ta07367j,WOS:001156401500001
10.1021/acscatal.7b01954,WOS:000407309100061
10.1039/c8ta01067f,WOS:000431621700031
10.1016/j.cej.2022.135376,WOS:000782961400002
10.1021/acsenergylett.0c00642,WOS:000541766000025
10.1016/j.ces.2025.121528,WOS:001453056900001
10.1016/j.jechem.2020.07.018,WOS:000605241500009
10.1039/d4ta01168f,WOS:001198154800001
10.1021/acsanm.3c00398,WOS:000965977500001
10.1016/j.apsusc.2019.144248,WOS:000496923200052
10.1016/S1872-2067(19)63356-5,WOS:000531430100013
10.1016/j.nanoen.2018.06.031,WOS:000438076200083
10.1016/j.nanoen.2020.105057,WOS:000581738300007
10.1016/j.colsurfa.2024.133354,WOS:001178980800001
10.1002/smll.202202336,WOS:000806263800001
10.1021/acssuschemeng.0c00839,WOS:000526356300039
10.1016/j.jcat.2021.09.012,WOS:000704333400008
10.1039/c9ta11945k,WOS:000521200000052
10.1021/acs.nanolett.1c02901,WOS:000709549100055
10.1016/j.ijhydene.2023.03.300,WOS:001048671700001
10.1039/d2qm00931e,WOS:000912962800001
10.1002/cctc.202000277,WOS:000529195700001
10.1039/d1cp04795g,WOS:000784886100001
10.1016/j.jcis.2019.01.003,WOS:000460710800007
10.1002/ente.202000268,WOS:000534040200001
10.1016/j.apcatb.2020.119535,WOS:000591343900002
10.1016/j.ijhydene.2023.03.088,WOS:001024466000001
10.1002/eem2.12495,WOS:000946659700001
10.1016/j.clay.2018.07.036,WOS:000445980400030
10.1016/j.cej.2021.132955,WOS:000727765400004
10.1021/acsami.3c03398,WOS:001008211600001
10.1016/j.jpowsour.2024.236159,WOS:001411495700001
10.1021/acsanm.0c01942,WOS:000595546500017
10.1002/adfm.202401990,WOS:001186167900001
10.1016/j.jsamd.2022.100460,WOS:000799350300003
10.1016/j.apcatb.2023.122445,WOS:001005432200001
10.1016/j.nanoen.2016.06.020,WOS:000384908700070
10.1002/chem.201905265,WOS:000510042400001
10.1038/s41598-018-24044-4,WOS:000429095600070
10.1080/14786451.2024.2367552,WOS:001250738700001
10.1016/j.fuel.2024.132814,WOS:001301198000001
10.1016/j.electacta.2018.10.083,WOS:000454249800012
10.1002/anie.201911470,WOS:000493861200001
10.1007/s40820-022-01011-3,WOS:000911314100003
10.1016/j.jallcom.2024.173963,WOS:001203874300001
10.1038/ncomms13216,WOS:000385538400001
10.1016/j.cej.2021.132736,WOS:000728123600002
10.1016/j.jssc.2024.124945,WOS:001295422400001
10.1021/acssuschemeng.0c05985,WOS:000595489200024
10.1016/j.isci.2025.112045,WOS:001442794700001
10.1016/j.cej.2022.138977,WOS:000852670500002
10.1002/aenm.202201934,WOS:000828901100001
10.1016/j.inoche.2021.108525,WOS:000637705500007
10.1016/j.apcatb.2018.11.081,WOS:000457952600058
10.1039/d4ce00709c,WOS:001326774400001
10.1016/j.jelechem.2022.116454,WOS:000807718000015
10.1557/s43578-021-00479-w,WOS:000740174500001
10.1039/d0qi00634c,WOS:000573315100007
10.1002/smll.202407177,WOS:001315126100001
10.1039/c7nj02611k,WOS:000413526200067
10.1016/j.electacta.2016.12.027,WOS:000392165800004
10.1016/j.jcis.2024.03.184,WOS:001221975300001
10.1016/j.apcatb.2019.118245,WOS:000501613700010
10.1002/smll.202105611,WOS:000745482100001
10.3390/en13184651,WOS:000580694500001
10.1016/j.jcis.2022.02.031,WOS:000791584800008
10.1007/s10008-018-3991-2,WOS:000443709100001
10.1016/j.ijhydene.2021.12.258,WOS:000755835700012
10.1016/j.surfin.2024.104350,WOS:001232273400001
10.1021/acsenergylett.2c01362,WOS:000896540200001
10.1021/acsenergylett.1c00234,WOS:000629230800032
10.1016/j.apsusc.2021.150691,WOS:000691097200001
10.1007/s12678-018-0488-9,WOS:000446982300013
10.1016/j.matt.2020.09.016,WOS:000598228500010
10.1016/j.apcata.2015.11.009,WOS:000369214300016
10.1016/j.jallcom.2025.179680,WOS:001451759200001
10.1021/acs.energyfuels.2c02799,WOS:000870297500001
10.1021/acsnano.9b05615,WOS:000500650000071
10.1016/j.inoche.2024.112798,WOS:001265277700001
10.3390/mi13081292,WOS:000846555200001
10.1039/c6ra20737e,WOS:000389342400090
10.1039/c5nr07735d,WOS:000371117900036
10.1021/acsmaterialslett.4c01333,WOS:001293085500001
10.1039/c8nj03790f,WOS:000456501100010
10.1016/j.apcatb.2024.123791,WOS:001176782500001
10.1016/j.mcat.2025.115052,WOS:001455565800001
10.1021/acs.energyfuels.2c00483,WOS:000799358500021
10.1007/s10800-018-1211-5,WOS:000444477400012
10.1002/eem2.12628,WOS:000977257400001
10.1021/acsami.4c04688,WOS:001231825000001
10.1002/advs.201903070,WOS:000536690400020
10.1039/c6ee01109h,WOS:000382749700007
10.1021/acs.energyfuels.1c02810,WOS:000716453500062
10.1039/d2nr03816a,WOS:000870315400001
10.1021/acsami.1c04903,WOS:000659315800050
10.1016/j.electacta.2020.136527,WOS:000552975200013
10.1016/j.ijhydene.2023.11.118,WOS:001138118800001
10.1021/acsami.8b19148,WOS:000460996900033
10.1021/acsanm.2c00774,WOS:000818519000001
10.1016/j.ijhydene.2020.06.236,WOS:000569149800013
10.1016/j.electacta.2024.145497,WOS:001387482900001
10.3390/nano13172421,WOS:001060659600001
10.1016/j.electacta.2014.06.087,WOS:000341462500080
10.1016/j.electacta.2022.140671,WOS:000819244700001
10.1002/celc.202000451,WOS:000538770900001
10.1016/j.xcrp.2021.100492,WOS:000676149900011
10.1007/s11664-021-09053-w,WOS:000663477400001
10.1039/d1nj05775h,WOS:000869119100001
10.1016/j.cej.2022.134859,WOS:000773616600003
10.1039/d0ce01621g,WOS:000613496600015
10.1021/acsnano.3c06371,WOS:001041673600001
10.1002/advs.202101000,WOS:000669696000001
10.1016/j.jallcom.2023.172254,WOS:001081397000001
10.1016/j.ijhydene.2012.07.114,WOS:000309790700017
10.1007/s12678-023-00835-w,WOS:001025081200001
10.1002/asia.201701400,WOS:000422717700004
10.1021/acs.nanolett.0c02949,WOS:000592495700032
10.1002/smsc.202200030,WOS:000840900100001
10.1016/j.cej.2023.145826,WOS:001071029400001
10.1016/j.jcis.2022.05.052,WOS:000880650300007
10.1039/d3nj05629e,WOS:001144814300001
10.1002/advs.201700603,WOS:000426200000025
10.3390/catal14110757,WOS:001364873900001
10.1002/chem.202302160,WOS:001156837800024
10.1039/d2ce01169g,WOS:000878274000001
10.1002/slct.202400317,WOS:001222861300001
10.1016/j.mtener.2022.100987,WOS:000793276900002
10.1021/acsami.7b06004,WOS:000405159100001
10.1002/cctc.201901705,WOS:000506236700001
10.1016/j.ijhydene.2022.07.247,WOS:000865017600005
10.1016/j.cej.2024.151697,WOS:001236273200001
10.1007/s12274-024-6719-x,WOS:001232152300001
10.1088/1361-6528/abf454,WOS:000646673500001
10.1016/j.nanoen.2017.10.045,WOS:000418344200009
10.1016/j.jcis.2024.05.115,WOS:001243977600001
10.1039/d3cp00779k,WOS:000984053400001
10.1002/smll.201802191,WOS:000443812600017
10.1016/j.matchemphys.2017.05.027,WOS:000403996900017
10.1002/anie.202102961,WOS:000643859600001
10.1021/acsami.9b22438,WOS:000518702300043
10.1039/c9ra10963c,WOS:000519540800043
10.1016/j.apcatb.2024.124831,WOS:001370329900001
10.1016/j.jelechem.2022.116969,WOS:000906904800004
10.1016/j.ijhydene.2022.11.352,WOS:000944050200001
10.1016/j.electacta.2019.01.052,WOS:000458488200010
10.1039/d1ta00633a,WOS:000632140300001
10.1039/d4nr01743a,WOS:001289164200001
10.1039/c9se00398c,WOS:000487670300021
10.1016/j.jallcom.2024.177889,WOS:001377078300001
10.1021/acsami.5b10099,WOS:000371453600054
10.1039/c5nr03704b,WOS:000360400700024
10.1038/s41467-019-09394-5,WOS:000462458900007
10.1016/j.jmst.2020.10.070,WOS:000652023600016
10.1021/acs.chemrev.9b00248,WOS:000509426800008
10.3390/catal9090762,WOS:000489178000064
10.1039/d2qi00597b,WOS:000792413500001
10.1021/acssuschemeng.9b04164,WOS:000484071600011
10.1016/j.ijhydene.2024.11.389,WOS:001367542300001
10.1557/s43578-020-00103-3,WOS:000615691700003
10.1039/d3dt03056c,WOS:001105706800001
10.1039/d3nr06143d,WOS:001194922400001
10.1002/celc.201901085,WOS:000477961200014
10.1016/j.apcatb.2022.122167,WOS:000918452900002
10.1016/j.nanoen.2018.08.010,WOS:000444859700039
10.1016/j.jcis.2022.11.126,WOS:000901501600008
10.1016/j.jpowsour.2024.234825,WOS:001251258100002
10.1007/s12274-021-3370-7,WOS:000631787700004
10.1039/d3ce01246h,WOS:001182600400001
10.1021/acsami.9b17713,WOS:000526543400025
10.1021/acssuschemeng.8b02194,WOS:000443924100090
10.1039/c8qm00170g,WOS:000440019000014
10.3390/molecules29215076,WOS:001351747200001
10.1039/d3ta02969g,WOS:001075647800001
10.1016/j.jcis.2024.07.183,WOS:001286215100001
10.1016/j.apcata.2021.118324,WOS:000701866500005
10.1016/j.apcatb.2021.120923,WOS:000788166900002
10.1016/j.apcatb.2022.122144,WOS:000918452900001
10.1016/j.electacta.2021.138833,WOS:000683543400013
10.1016/j.jechem.2020.05.015,WOS:000600825100010
10.1016/j.apcatb.2021.120582,WOS:000696913200003
10.1039/d1ta09010k,WOS:000739530500001
10.3390/cryst11040340,WOS:000642969000001
10.1021/acsami.2c01208,WOS:000812811200001
10.1021/acscatal.9b03762,WOS:000502169900108
10.1016/j.jelechem.2022.116633,WOS:000852338400008
10.1002/asia.202200390,WOS:000803082500001
10.1016/j.mcat.2024.114752,WOS:001398434600001
10.1016/j.ijhydene.2021.07.180,WOS:000716438400008
10.1002/celc.201901284,WOS:000486238600001
10.1002/chem.202003185,WOS:000569385000001
10.1016/j.ijhydene.2021.09.240,WOS:000736002200013
10.1039/c4cy00669k,WOS:000343004900005
10.1021/acsmaterialslett.4c00349,WOS:001225262000001
10.1021/acsami.0c08202,WOS:000563074900026
10.1039/c9nr06083a,WOS:000498838100057
10.1039/c9nr08583a,WOS:000509545700070
10.1016/j.colsurfa.2022.128929,WOS:000797571500002
10.1021/jacs.1c10311,WOS:000730264000001
10.1007/s10853-021-06235-z,WOS:000696786900003
10.1021/acsomega.2c00776,WOS:000823628300001
10.1007/s12274-020-2819-4,WOS:000531780700011
10.1016/j.mseb.2016.07.014,WOS:000383823800005
10.1016/j.ijhydene.2023.07.353,WOS:001139942100001
10.1103/PhysRevMaterials.5.045801,WOS:000655933700003
10.1039/d4nr05475j,WOS:001449096100001
10.3390/catal12030260,WOS:000775602800001
10.1016/j.jcis.2022.03.045,WOS:000796822300006
10.1002/cphc.202400785,WOS:001357437000001
10.1073/pnas.1901046116,WOS:000498683000022
10.34133/2021/8140964,WOS:000865925200015
10.1016/j.catcom.2020.106090,WOS:000546708400015
10.1039/d2ta05293h,WOS:000838777100001
10.1002/asia.202201305,WOS:000920054700001
10.1016/j.jcat.2024.115352,WOS:001183520700001
10.1016/j.jallcom.2024.178250,WOS:001394402800001
10.1016/j.fuel.2023.130720,WOS:001149060900001
10.1007/s12274-024-6485-9,WOS:001227230300005
10.1002/nano.202100155,WOS:001176653600015
10.1016/j.ijhydene.2022.04.024,WOS:000806357000008
10.1039/d3ta05076a,WOS:001093408300001
10.1021/acssuschemeng.0c03333,WOS:000543715400034
10.1016/j.jpowsour.2021.230514,WOS:000702833000003
10.1016/j.electacta.2023.142119,WOS:000955254400001
10.1021/acsanm.2c01136,WOS:000818440600001
10.1002/adfm.202000570,WOS:000527675500001
10.1002/smll.202403364,WOS:001344802200001
10.1016/j.jallcom.2022.167924,WOS:000897499100002
10.1016/j.mtadv.2020.100083,WOS:000568769100004
10.1002/ejic.202300087,WOS:000975666400001
10.1016/j.mcat.2023.113402,WOS:001050459800001
10.1007/s10971-024-06561-z,WOS:001336693200001
10.1016/j.apsusc.2022.154692,WOS:000861104500001
10.1039/c8ta10458a,WOS:000457893400052
10.1021/acssuschemeng.9b03637,WOS:000489986400066
10.1002/aesr.202200071,WOS:000819968100001
10.1038/s41467-020-16111-0,WOS:000558706000002
10.1039/d1ta05710c,WOS:000695199600001
10.1016/j.molstruc.2024.140549,WOS:001356604000001
10.1002/cctc.202400022,WOS:001166343400001
10.1016/j.susmat.2022.e00451,WOS:000861551400003
10.20964/2022.07.01,WOS:000826841100014
10.1039/d1nr02592a,WOS:000678762600001
10.1039/c6ta05742j,WOS:000384238900003
10.1016/0013-4686(94)85155-7,WOS:A1994PC03400034
10.1002/aenm.201803689,WOS:000461062900006
10.1186/s40580-021-00278-3,WOS:000698413800001
10.1016/j.apcatb.2017.03.044,WOS:000400584900060
10.1016/j.ccr.2022.214956,WOS:000911487900001
10.1016/j.jcis.2022.04.152,WOS:000804931000005
10.1016/j.apsusc.2018.11.040,WOS:000454617200035
10.1002/adfm.201802129,WOS:000437829800029
10.1039/c7ta08720a,WOS:000417953100027
10.1021/acsami.2c01667,WOS:000813074800001
10.1002/adma.201807134,WOS:000465600000008
10.1021/acssuschemeng.3c02780,WOS:001048819100001
10.1021/acs.jpclett.0c00710,WOS:000535177500003
10.1016/j.mtener.2022.101002,WOS:000855651700006
10.1039/d3ta02293e,WOS:001052073500001
10.1002/eem2.12747,WOS:001228429300001
10.1021/acs.inorgchem.3c03206,WOS:001123832300001
10.3390/catal7100285,WOS:000414596300005
10.1021/acsami.7b10317,WOS:000411043600070
10.1002/cssc.201600323,WOS:000382584300011
10.1016/j.ijhydene.2019.05.163,WOS:000518869800019
10.1039/d1nj01587g,WOS:000662297500001
10.1002/celc.202100498,WOS:000680140000011
10.1002/macp.201700359,WOS:000417214600010
10.1002/chem.201701064,WOS:000407803400002
10.1039/d3cc06015b,WOS:001203146800001
10.1016/j.cej.2021.132038,WOS:000718304900003
10.1016/j.ijhydene.2022.06.306,WOS:000863168000005
10.1016/j.mssp.2024.108351,WOS:001218400100001
10.1039/c8nr07891b,WOS:000451772500004
10.1016/j.cej.2021.130651,WOS:000707126000113
10.1039/c9se00607a,WOS:000526855200014
10.1002/adfm.202408255,WOS:001296081400001
10.1039/d3cp00407d,WOS:001032569300001
10.1016/j.fuel.2024.131741,WOS:001232960500001
10.1016/j.ijhydene.2022.06.045,WOS:000861098400006
10.3390/catal6120208,WOS:000392482900027
10.1002/celc.201801520,WOS:000462598900002
10.1039/d0nr03819a,WOS:000549588900006
10.1002/smll.202407721,WOS:001373776600001
10.1016/j.jpowsour.2021.229525,WOS:000619132600007
10.1002/cphc.202300397,WOS:001032470100001
10.1016/j.jcis.2023.10.047,WOS:001105949100001
10.1016/j.ijhydene.2022.11.033,WOS:000923857500001
10.1016/j.jelechem.2019.113617,WOS:000505643500027
10.1016/j.cej.2021.129124,WOS:000646130600002
10.1002/cey2.375,WOS:000975117000001
10.1039/c8ta06051g,WOS:000448413100012
10.3390/cryst12091289,WOS:000858608800001
10.1016/j.coelec.2022.100955,WOS:000819856600019
10.1021/acssuschemeng.3c07722,WOS:001187276700001
10.1007/s41918-022-00161-7,WOS:000880351200001
10.1063/5.0226662,WOS:001335425500004
10.1002/smtd.202300348,WOS:001016136800001
10.11862/CJIC.20230284,WOS:001184377000006
10.1016/j.solidstatesciences.2024.107470,WOS:001178411800001
10.1016/j.jallcom.2022.164165,WOS:000779707000003
10.1039/c5nr01955a,WOS:000356515900026
10.3390/ma18030549,WOS:001418711700001
10.1016/j.jssc.2023.124445,WOS:001119367700001
10.3390/nano11061388,WOS:000667001400001
10.1021/acsanm.3c02092,WOS:001033059600001
10.3390/catal10101164,WOS:000584477200001
10.1016/j.jechem.2023.01.062,WOS:000966474100001
10.1002/adfm.202304403,WOS:001026590600001
10.1016/j.mtener.2020.100510,WOS:000601397500007
10.1016/j.jcis.2024.11.193,WOS:001371871200001
10.1002/smll.202408227,WOS:001343110700001
10.1039/d1ee03614a,WOS:000818053800001
10.1039/c5ta08706f,WOS:000371077300009
10.1007/s00339-023-06874-w,WOS:001041169900001
10.1016/j.ijhydene.2022.12.007,WOS:000949914800001
10.1063/1.5119858,WOS:000509790200013
10.1016/j.ijhydene.2019.07.192,WOS:000488887400027
10.1021/acssuschemeng.9b06920,WOS:000516665500028
10.20517/energymater.2023.43,WOS:001124859300003
10.1021/acsami.7b19744,WOS:000434101200031
10.1002/cssc.202400649,WOS:001344922500001
10.1002/adfm.202101632,WOS:000646958100001
10.1021/acsaem.2c02698,WOS:000905358700001
10.1016/j.commatsci.2024.113406,WOS:001327685200001
10.1002/adma.201900510,WOS:000465600000027
10.1007/s12678-021-00701-7,WOS:000759295900001
10.1002/cctc.201901803,WOS:000512470000001
10.1002/smll.202411479,WOS:001415732900001
10.1016/j.pnsc.2023.03.001,WOS:000989752800001
10.1007/s13391-024-00538-4,WOS:001378359300001
10.1055/a-1894-8136,WOS:000843731300001
10.3390/en15051821,WOS:000774840700001
10.1021/acsaem.2c01483,WOS:000874902700001
10.1016/j.ijhydene.2022.09.070,WOS:000883838200008
10.1360/TB-2022-0174,WOS:000836798000003
10.1016/j.ijhydene.2024.10.377,WOS:001351245500001
10.1021/acsaem.2c01545,WOS:000854482400001
10.1002/smtd.201800419,WOS:000485927700016
10.1039/c9ta00404a,WOS:000463814800057
10.1016/j.apenergy.2022.119999,WOS:000868969600001
10.1016/j.fuel.2021.120440,WOS:000640515600057
10.1016/j.electacta.2022.141257,WOS:000930651800003
10.1002/anie.201804673,WOS:000437668700052
10.1016/j.jcis.2023.10.006,WOS:001098400100001
10.1063/5.0001517,WOS:000557899501091
10.1016/j.ijhydene.2024.03.254,WOS:001215324500001
10.1021/acs.chemmater.9b04377,WOS:000513299400027
10.1039/d2dt01630c,WOS:000815236100001
10.1016/j.nanoen.2017.10.038,WOS:000418344200004
10.1002/cey2.418,WOS:001152082100001
10.1039/c9ta05546k,WOS:000479056700014
10.1016/j.jallcom.2019.152332,WOS:000490765400071
10.1016/j.coelec.2023.101412,WOS:001109413800001
10.1039/d1se01977e,WOS:000750358200001
10.1016/j.cplett.2024.141324,WOS:001242657700001
10.1016/j.apsusc.2019.144389,WOS:000502040600038
10.1039/d0nr02187c,WOS:000536643200002
10.1016/j.coelec.2022.101021,WOS:000807570000003
10.1002/adma.201907818,WOS:000542160500001
10.1016/j.elecom.2021.106977,WOS:000641414900002
10.1016/j.colsurfa.2023.132857,WOS:001126947000001
10.20964/2022.12.37,WOS:000929116700003
10.1021/acsenergylett.4c02182,WOS:001368410200001
10.1021/jacs.8b04546,WOS:000436910300001
10.1021/acs.inorgchem.2c03407,WOS:000889726300001
10.1039/d1cs00590a,WOS:000700523800001
10.1007/s10008-022-05117-x,WOS:000741578200001
10.1016/j.mssp.2023.107840,WOS:001080053200001
10.3390/su16051953,WOS:001183086600001
10.1016/j.jssc.2024.125083,WOS:001349591400001
10.1007/s10562-020-03478-4,WOS:000600090100001
10.1016/j.electacta.2024.144968,WOS:001308916300001
10.1021/acsami.0c08676,WOS:000566662000022
10.1016/j.ijhydene.2023.09.298,WOS:001138151600001
10.1039/d3qi01128c,WOS:001038010600001
10.1002/bte2.20240069,WOS:001449736400001
10.1021/acs.inorgchem.3c01384,WOS:001018797600001
10.1016/j.cej.2023.142280,WOS:000957203000001
10.1039/d2ma00190j,WOS:000787900200001
10.1016/j.xcrp.2021.100331,WOS:000658762100015
10.1002/adfm.202000024,WOS:000517413000001
10.1002/ente.202000961,WOS:000609068800001
10.1021/acsnano.8b07841,WOS:000454567500100
10.1016/j.cej.2020.125149,WOS:000537392600007
10.1038/s41524-021-00684-5,WOS:000732963600004
10.1021/acsami.7b02069,WOS:000401782500030
10.1016/j.ijhydene.2024.06.261,WOS:001259532300001
10.1088/2053-1591/ab20da,WOS:000468660400007
10.1007/s40843-020-1452-9,WOS:000569057900002
10.1149/05801.0715ecst,WOS:000354475600071
10.3390/catal14060368,WOS:001254618200001
10.1002/adfm.202003261,WOS:000543751200001
10.1002/adma.201907976,WOS:000510215800001
10.1016/j.electacta.2017.10.017,WOS:000414042900012
10.1002/cssc.201901604,WOS:000484855200001
10.1002/adma.202007100,WOS:000660444800001
10.1149/1945-7111/ac4f25,WOS:000751069400001
10.1016/j.ijhydene.2024.07.267,WOS:001279468500001
10.1016/j.cej.2021.133696,WOS:000772843600003
10.1002/smtd.202100246,WOS:000649787100001
10.1021/acsami.9b05670,WOS:000476684900034
10.1016/j.colsurfa.2016.09.011,WOS:000385472000018
10.1039/c9nr10702a,WOS:000531408100023
10.1016/j.jelechem.2025.118936,WOS:001399095800001
10.1039/c3cc44076a,WOS:000324404100002
10.1016/j.ijhydene.2024.12.048,WOS:001385979000001
10.1021/acsanm.4c00094,WOS:001195055300001
10.1002/nano.202100364,WOS:001176694500010
10.1016/j.mtsust.2022.100295,WOS:000961135500001
10.1016/j.surfin.2024.104095,WOS:001198824300001
10.1039/d4ra02344g,WOS:001234218200001
10.1016/j.electacta.2019.07.022,WOS:000480706000059
10.1016/j.jpcs.2023.111660,WOS:001149780100001
10.1016/j.jcis.2023.10.028,WOS:001110269600001
10.1039/d3dt04244h,WOS:001153502800001
10.1002/slct.201601567,WOS:000395433600012
10.1002/aenm.202202367,WOS:000871901000001
10.1016/j.ijhydene.2022.07.056,WOS:000864520800007
10.3390/nano10112115,WOS:000593800300001
10.1039/d3ra02830e,WOS:001008728200001
10.1016/j.ijhydene.2023.10.122,WOS:001138488000001
10.1016/j.fuel.2023.129753,WOS:001123655000001
10.1016/j.jcis.2023.11.106,WOS:001125213400001
10.1039/d3ta04416e,WOS:001074627500001
10.1016/j.commatsci.2020.109966,WOS:000579155500020
10.1007/s12613-021-2352-9,WOS:000749312300012
10.1016/j.ijhydene.2024.02.294,WOS:001202224700001
10.1021/acsami.0c04806,WOS:000542925300037
10.1007/s10853-020-05010-w,WOS:000547221500002
10.2174/1574362417666220513152540,WOS:001014633500004
10.1039/d0nr01279c,WOS:000534337900001
